"formula","EMSL_class","Class","Class_detailed","AImod","NOSC","HC","OC","DBE_AI","DBE","DBE_C"
"C8H11O5N1","[M-H]-","unsaturated/lignin","unsaturated/lignin",0.1111,0.25,1.38,0.62,-2,4,-0.25
"C10H19O3N1","[M-H]-","aliphatic","aliphatic+N",-0.0667,-1,1.9,0.3,-2,2,-0.2
"C6H14O5","[M+Cl]-","aliphatic","lipid",-0.7143,-0.6667,2.33,0.83,-5,0,-0.8333
"C9H14O5","[M-H]-","aliphatic","aliphatic",0.0769,-0.4444,1.56,0.56,-2,3,-0.2222
"C10H18O4","[M-H]-","aliphatic","aliphatic",0,-1,1.8,0.4,-2,2,-0.2
"C11H22O3","[M-H]-","aliphatic","lipid",-0.0526,-1.4545,2,0.27,-2,1,-0.1818
"C8H12O6","[M-H]-","aliphatic","aliphatic",0,0,1.5,0.75,-3,3,-0.375
"C9H16O5","[M-H]-","aliphatic","aliphatic",-0.0769,-0.6667,1.78,0.56,-3,2,-0.3333
"C10H20O4","[M-H]-","aliphatic","lipid",-0.125,-1.2,2,0.4,-3,1,-0.3
"C11H10O4","[M-H]-","aromatic","aromatic",0.5556,-0.1818,0.91,0.36,3,7,0.2727
"C8H14O6","[M-H]-","aliphatic","aliphatic",-0.2,-0.25,1.75,0.75,-4,2,-0.5
"C14H22O1","[M-H]-","aliphatic","aliphatic",0.2593,-1.4286,1.57,0.07,3,4,0.2143
"C10H8O3S1","[M-H]-","aromatic","aromatic",0.6,0,0.8,0.3,3,7,0.3
"C10H8O5","[M-H]-","aromatic","aromatic",0.6,0.2,0.8,0.5,2,7,0.2
"C11H12O4","[M-H]-","unsaturated/lignin","unsaturated/lignin",0.4444,-0.3636,1.09,0.36,2,6,0.1818
"C13H20O2","[M-H]-","aliphatic","aliphatic",0.25,-1.2308,1.54,0.15,2,4,0.1538
"C11H15O3N1","[M-H]-","unsaturated/lignin","unsaturated/lignin",0.2941,-0.5455,1.36,0.27,1,5,0.0909
"C10H10O5","[M-H]-","unsaturated/lignin","unsaturated/lignin",0.4667,0,1,0.5,1,6,0.1
"C11H14O4","[M-H]-","unsaturated/lignin","unsaturated/lignin",0.3333,-0.5455,1.27,0.36,1,5,0.0909
"C8H18O4S1","[M-H]-","aliphatic","lipid",-0.6,-1,2.25,0.5,-5,0,-0.625
"C8H19O4P1","[M-H]-","aliphatic","lipid",-0.6,-1.375,2.38,0.5,-5,0,-0.625
"C13H22O2","[M-H]-","aliphatic","aliphatic",0.1667,-1.3846,1.69,0.15,1,3,0.0769
"C10H12O5","[M-H]-","unsaturated/lignin","unsaturated/lignin",0.3333,-0.2,1.2,0.5,0,5,0
"C11H16O4","[M-H]-","unsaturated/lignin","unsaturated/lignin",0.2222,-0.7273,1.45,0.36,0,4,0
"C12H20O3","[M-H]-","aliphatic","aliphatic",0.1429,-1.1667,1.67,0.25,0,3,0
"C13H24O2","[M-H]-","aliphatic","aliphatic",0.0833,-1.5385,1.85,0.15,0,2,0
"C10H14O5","[M-H]-","unsaturated/lignin","unsaturated/lignin",0.2,-0.4,1.4,0.5,-1,4,-0.1
"C11H18O4","[M-H]-","aliphatic","aliphatic",0.1111,-0.9091,1.64,0.36,-1,3,-0.0909
"C12H22O3","[M-H]-","aliphatic","aliphatic",0.0476,-1.3333,1.83,0.25,-1,2,-0.0833
"C13H26O2","[M-H]-","aliphatic","lipid",0,-1.6923,2,0.15,-1,1,-0.0769
"C11H21O3N1","[M-H]-","aliphatic","aliphatic+N",-0.0588,-1.0909,1.91,0.27,-2,2,-0.1818
"C6H12O6","[M+Cl]-","aliphatic","carbohydrate",-0.6667,0,2,1,-5,1,-0.8333
"C9H12O6","[M-H]-","unsaturated/lignin","unsaturated/lignin",0.1667,0,1.33,0.67,-2,4,-0.2222
"C10H16O5","[M-H]-","aliphatic","aliphatic",0.0667,-0.6,1.6,0.5,-2,3,-0.2
"C11H20O4","[M-H]-","aliphatic","aliphatic",0,-1.0909,1.82,0.36,-2,2,-0.1818
"C12H24O3","[M-H]-","aliphatic","lipid",-0.0476,-1.5,2,0.25,-2,1,-0.1667
"C12H11O2P1","[M-H]-","aromatic","aromatic",0.6,-0.5833,0.92,0.17,5,8,0.4167
"C6H14O6","[M+Cl]-","aliphatic","carbohydrate",-1,-0.3333,2.33,1,-6,0,-1
"C9H14O6","[M-H]-","aliphatic","aliphatic",0,-0.2222,1.56,0.67,-3,3,-0.3333
"C10H18O5","[M-H]-","aliphatic","aliphatic",-0.0667,-0.8,1.8,0.5,-3,2,-0.3
"C11H22O4","[M-H]-","aliphatic","lipid",-0.1111,-1.2727,2,0.36,-3,1,-0.2727
"C14H21O1N1","[M-H]-","aliphatic","aliphatic+N",0.28,-1.1429,1.5,0.07,3,5,0.2143
"C12H12O4","[M-H]-","unsaturated/lignin","unsaturated/lignin",0.5,-0.3333,1,0.33,3,7,0.25
"C9H16O6","[M-H]-","aliphatic","aliphatic",-0.1667,-0.4444,1.78,0.67,-4,2,-0.4444
"C13H16O3","[M-H]-","unsaturated/lignin","unsaturated/lignin",0.3913,-0.7692,1.23,0.23,3,6,0.2308
"C12H14O4","[M-H]-","unsaturated/lignin","unsaturated/lignin",0.4,-0.5,1.17,0.33,2,6,0.1667
"C14H22O2","[M-H]-","aliphatic","aliphatic",0.2308,-1.2857,1.57,0.14,2,4,0.1429
"C11H12O5","[M-H]-","unsaturated/lignin","unsaturated/lignin",0.4118,-0.1818,1.09,0.45,1,6,0.0909
"C9H16O4","[M+Cl]-","aliphatic","aliphatic",0,-0.8889,1.78,0.44,-2,2,-0.2222
"C12H16O4","[M-H]-","unsaturated/lignin","unsaturated/lignin",0.3,-0.6667,1.33,0.33,1,5,0.0833
"C9H21O4P1","[M-H]-","aliphatic","lipid",-0.5,-1.4444,2.33,0.44,-5,0,-0.5556
"C13H20O3","[M-H]-","aliphatic","aliphatic",0.2174,-1.0769,1.54,0.23,1,4,0.0769
"C14H24O2","[M-H]-","aliphatic","aliphatic",0.1538,-1.4286,1.71,0.14,1,3,0.0714
"C10H10O6","[M-H]-","unsaturated/lignin","unsaturated/lignin",0.4286,0.2,1,0.6,0,6,0
"C11H14O5","[M-H]-","unsaturated/lignin","unsaturated/lignin",0.2941,-0.3636,1.27,0.45,0,5,0
"C8H19O5P1","[M-H]-","aliphatic","lipid",-0.7778,-1.125,2.38,0.62,-6,0,-0.75
"C12H18O4","[M-H]-","aliphatic","aliphatic",0.2,-0.8333,1.5,0.33,0,4,0
"C13H22O3","[M-H]-","aliphatic","aliphatic",0.1304,-1.2308,1.69,0.23,0,3,0
"C14H26O2","[M-H]-","aliphatic","aliphatic",0.0769,-1.5714,1.86,0.14,0,2,0
"C13H25O2N1","[M-H]-","aliphatic","aliphatic+N",0,-1.3846,1.92,0.15,-1,2,-0.0769
"C10H12O6","[M-H]-","unsaturated/lignin","unsaturated/lignin",0.2857,0,1.2,0.6,-1,5,-0.1
"C14H12O3","[M-H]-","aromatic","aromatic",0.6,-0.4286,0.86,0.21,6,9,0.4286
"C11H16O5","[M-H]-","unsaturated/lignin","unsaturated/lignin",0.1765,-0.5455,1.45,0.45,-1,4,-0.0909
"C12H20O4","[M-H]-","aliphatic","aliphatic",0.1,-1,1.67,0.33,-1,3,-0.0833
"C13H24O3","[M-H]-","aliphatic","aliphatic",0.0435,-1.3846,1.85,0.23,-1,2,-0.0769
"C14H28O2","[M-H]-","aliphatic","lipid",0,-1.7143,2,0.14,-1,1,-0.0714
"C12H23O3N1","[M-H]-","aliphatic","aliphatic+N",-0.0526,-1.1667,1.92,0.25,-2,2,-0.1667
"C10H14O6","[M-H]-","unsaturated/lignin","unsaturated/lignin",0.1429,-0.2,1.4,0.6,-2,4,-0.2
"C11H18O5","[M-H]-","aliphatic","aliphatic",0.0588,-0.7273,1.64,0.45,-2,3,-0.1818
"C12H22O4","[M-H]-","aliphatic","aliphatic",0,-1.1667,1.83,0.33,-2,2,-0.1667
"C13H26O3","[M-H]-","aliphatic","lipid",-0.0435,-1.5385,2,0.23,-2,1,-0.1538
"C10H12O4","[M+Cl]-","unsaturated/lignin","unsaturated/lignin",0.375,-0.4,1.2,0.4,1,5,0.1
"C13H12O4","[M-H]-","aromatic","aromatic",0.5455,-0.3077,0.92,0.31,4,8,0.3077
"C10H16O6","[M-H]-","aliphatic","aliphatic",0,-0.4,1.6,0.6,-3,3,-0.3
"C11H20O5","[M-H]-","aliphatic","aliphatic",-0.0588,-0.9091,1.82,0.45,-3,2,-0.2727
"C12H24O4","[M-H]-","aliphatic","lipid",-0.1,-1.3333,2,0.33,-3,1,-0.25
"C10H14O4","[M+Cl]-","unsaturated/lignin","unsaturated/lignin",0.25,-0.6,1.4,0.4,0,4,0
"C10H18O6","[M-H]-","aliphatic","aliphatic",-0.1429,-0.6,1.8,0.6,-4,2,-0.4
"C14H18O3","[M-H]-","unsaturated/lignin","unsaturated/lignin",0.36,-0.8571,1.29,0.21,3,6,0.2143
"C15H22O2","[M-H]-","unsaturated/lignin","unsaturated/lignin",0.2857,-1.2,1.47,0.13,3,5,0.2
"C10H16O4","[M+Cl]-","aliphatic","aliphatic",0.125,-0.8,1.6,0.4,-1,3,-0.1
"C13H16O4","[M-H]-","unsaturated/lignin","unsaturated/lignin",0.3636,-0.6154,1.23,0.31,2,6,0.1538
"C14H20O3","[M-H]-","unsaturated/lignin","unsaturated/lignin",0.28,-1,1.43,0.21,2,5,0.1429
"C15H24O2","[M-H]-","aliphatic","aliphatic",0.2143,-1.3333,1.6,0.13,2,4,0.1333
"C9H20O4N1P1","[M-H]-","aliphatic","lipid",-0.6,-1,2.22,0.44,-5,1,-0.5556
"C11H10O6","[M-H]-","unsaturated/lignin","unsaturated/lignin",0.5,0.1818,0.91,0.55,1,7,0.0909
"C12H14O5","[M-H]-","unsaturated/lignin","unsaturated/lignin",0.3684,-0.3333,1.17,0.42,1,6,0.0833
"C10H18O4","[M+Cl]-","aliphatic","aliphatic",0,-1,1.8,0.4,-2,2,-0.2
"C13H18O4","[M-H]-","unsaturated/lignin","unsaturated/lignin",0.2727,-0.7692,1.38,0.31,1,5,0.0769
"C11H22O3","[M+Cl]-","aliphatic","lipid",-0.0526,-1.4545,2,0.27,-2,1,-0.1818
"C14H22O3","[M-H]-","aliphatic","aliphatic",0.2,-1.1429,1.57,0.21,1,4,0.0714
"C10H21O3N1","[M+Cl]-","aliphatic","lipid",-0.2,-1.2,2.1,0.3,-3,1,-0.3
"C11H12O6","[M-H]-","unsaturated/lignin","unsaturated/lignin",0.375,0,1.09,0.55,0,6,0
"C12H16O5","[M-H]-","unsaturated/lignin","unsaturated/lignin",0.2632,-0.5,1.33,0.42,0,5,0
"C13H20O4","[M-H]-","aliphatic","aliphatic",0.1818,-0.9231,1.54,0.31,0,4,0
"C14H24O3","[M-H]-","aliphatic","aliphatic",0.12,-1.2857,1.71,0.21,0,3,0
"C15H28O2","[M-H]-","aliphatic","aliphatic",0.0714,-1.6,1.87,0.13,0,2,0
"C9H19O4N1","[M+Cl]-","aliphatic","lipid",-0.3333,-0.8889,2.11,0.44,-4,1,-0.4444
"C11H14O6","[M-H]-","unsaturated/lignin","unsaturated/lignin",0.25,-0.1818,1.27,0.55,-1,5,-0.0909
"C8H19O6P1","[M-H]-","aliphatic","lipid",-1,-0.875,2.38,0.75,-7,0,-0.875
"C12H18O5","[M-H]-","aliphatic","aliphatic",0.1579,-0.6667,1.5,0.42,-1,4,-0.0833
"C14H22O1","[M+Cl]-","aliphatic","aliphatic",0.2593,-1.4286,1.57,0.07,3,4,0.2143
"C13H22O4","[M-H]-","aliphatic","aliphatic",0.0909,-1.0769,1.69,0.31,-1,3,-0.0769
"C14H26O3","[M-H]-","aliphatic","aliphatic",0.04,-1.4286,1.86,0.21,-1,2,-0.0714
"C15H30O2","[M-H]-","aliphatic","lipid",0,-1.7333,2,0.13,-1,1,-0.0667
"C13H25O3N1","[M-H]-","aliphatic","aliphatic+N",-0.0476,-1.2308,1.92,0.23,-2,2,-0.1538
"C14H12O4","[M-H]-","aromatic","aromatic",0.5833,-0.2857,0.86,0.29,5,9,0.3571
"C11H16O6","[M-H]-","unsaturated/lignin","unsaturated/lignin",0.125,-0.3636,1.45,0.55,-2,4,-0.1818
"C13H20O2","[M+Cl]-","aliphatic","aliphatic",0.25,-1.2308,1.54,0.15,2,4,0.1538
"C12H20O5","[M-H]-","aliphatic","aliphatic",0.0526,-0.8333,1.67,0.42,-2,3,-0.1667
"C13H24O4","[M-H]-","aliphatic","aliphatic",0,-1.2308,1.85,0.31,-2,2,-0.1538
"C14H28O3","[M-H]-","aliphatic","lipid",-0.04,-1.5714,2,0.21,-2,1,-0.1429
"C10H14O7","[M-H]-","unsaturated/lignin","unsaturated/lignin",0.0769,0,1.4,0.7,-3,4,-0.3
"C11H18O6","[M-H]-","aliphatic","aliphatic",0,-0.5455,1.64,0.55,-3,3,-0.2727
"C15H18O3","[M-H]-","unsaturated/lignin","unsaturated/lignin",0.4074,-0.8,1.2,0.2,4,7,0.2667
"C12H22O5","[M-H]-","aliphatic","aliphatic",-0.0526,-1,1.83,0.42,-3,2,-0.25
"C13H26O4","[M-H]-","aliphatic","lipid",-0.0909,-1.3846,2,0.31,-3,1,-0.2308
"C11H16O4","[M+Cl]-","unsaturated/lignin","unsaturated/lignin",0.2222,-0.7273,1.45,0.36,0,4,0
"C10H16O7","[M-H]-","aliphatic","aliphatic",-0.0769,-0.2,1.6,0.7,-4,3,-0.4
"C14H16O4","[M-H]-","unsaturated/lignin","unsaturated/lignin",0.4167,-0.5714,1.14,0.29,3,7,0.2143
"C12H20O3","[M+Cl]-","aliphatic","aliphatic",0.1429,-1.1667,1.67,0.25,0,3,0
"C11H20O6","[M-H]-","aliphatic","aliphatic",-0.125,-0.7273,1.82,0.55,-4,2,-0.3636
"C15H20O3","[M-H]-","unsaturated/lignin","unsaturated/lignin",0.3333,-0.9333,1.33,0.2,3,6,0.2
"C16H24O2","[M-H]-","aliphatic","aliphatic",0.2667,-1.25,1.5,0.12,3,5,0.1875
"C12H11O4P1","[M-H]-","aromatic","aromatic",0.5556,-0.25,0.92,0.33,3,8,0.25
"C9H14O6S1","[M-H]-","aliphatic","aliphatic",-0.2,0,1.56,0.67,-4,3,-0.4444
"C10H14O5","[M+Cl]-","unsaturated/lignin","unsaturated/lignin",0.2,-0.4,1.4,0.5,-1,4,-0.1
"C11H18O4","[M+Cl]-","aliphatic","aliphatic",0.1111,-0.9091,1.64,0.36,-1,3,-0.0909
"C10H18O7","[M-H]-","aliphatic","aliphatic",-0.2308,-0.4,1.8,0.7,-5,2,-0.5
"C14H18O4","[M-H]-","unsaturated/lignin","unsaturated/lignin",0.3333,-0.7143,1.29,0.29,2,6,0.1429
"C11H22O4S1","[M-H]-","aliphatic","lipid",-0.25,-1.0909,2,0.36,-4,1,-0.3636
"C12H22O3","[M+Cl]-","aliphatic","aliphatic",0.0476,-1.3333,1.83,0.25,-1,2,-0.0833
"C15H22O3","[M-H]-","unsaturated/lignin","unsaturated/lignin",0.2593,-1.0667,1.47,0.2,2,5,0.1333
"C12H26O3S1","[M-H]-","aliphatic","lipid",-0.2632,-1.5,2.17,0.25,-4,0,-0.3333
"C12H26O5","[M-H]-","aliphatic","lipid",-0.2632,-1.3333,2.17,0.42,-5,0,-0.4167
"C14H21O3N1","[M-H]-","aliphatic","aliphatic+N",0.2174,-0.8571,1.5,0.21,1,5,0.0714
"C9H16O6S1","[M-H]-","aliphatic","aliphatic",-0.4,-0.2222,1.78,0.67,-5,2,-0.5556
"C10H16O5","[M+Cl]-","aliphatic","aliphatic",0.0667,-0.6,1.6,0.5,-2,3,-0.2
"C13H16O5","[M-H]-","unsaturated/lignin","unsaturated/lignin",0.3333,-0.4615,1.23,0.38,1,6,0.0769
"C10H20O5S1","[M-H]-","aliphatic","lipid",-0.3846,-0.8,2,0.5,-5,1,-0.5
"C11H20O4","[M+Cl]-","aliphatic","aliphatic",0,-1.0909,1.82,0.36,-2,2,-0.1818
"C14H20O4","[M-H]-","unsaturated/lignin","unsaturated/lignin",0.25,-0.8571,1.43,0.29,1,5,0.0714
"C11H24O4S1","[M-H]-","aliphatic","lipid",-0.375,-1.2727,2.18,0.36,-5,0,-0.4545
"C12H24O3","[M+Cl]-","aliphatic","lipid",-0.0476,-1.5,2,0.25,-2,1,-0.1667
"C15H24O3","[M-H]-","aliphatic","aliphatic",0.1852,-1.2,1.6,0.2,1,4,0.0667
"C13H28O2","[M+Cl]-","aliphatic","lipid",-0.0833,-1.8462,2.15,0.15,-2,0,-0.1538
"C16H28O2","[M-H]-","aliphatic","aliphatic",0.1333,-1.5,1.75,0.12,1,3,0.0625
"C11H10O7","[M-H]-","unsaturated/lignin","unsaturated/lignin",0.4667,0.3636,0.91,0.64,0,7,0
"C12H14O6","[M-H]-","unsaturated/lignin","unsaturated/lignin",0.3333,-0.1667,1.17,0.5,0,6,0
"C10H18O5","[M+Cl]-","aliphatic","aliphatic",-0.0667,-0.8,1.8,0.5,-3,2,-0.3
"C13H18O5","[M-H]-","unsaturated/lignin","unsaturated/lignin",0.2381,-0.6154,1.38,0.38,0,5,0
"C14H22O4","[M-H]-","aliphatic","aliphatic",0.1667,-1,1.57,0.29,0,4,0
"C15H26O3","[M-H]-","aliphatic","aliphatic",0.1111,-1.3333,1.73,0.2,0,3,0
"C16H30O2","[M-H]-","aliphatic","aliphatic",0.0667,-1.625,1.88,0.12,0,2,0
"C14H25O3N1","[M-H]-","aliphatic","aliphatic+N",0.0435,-1.1429,1.79,0.21,-1,3,-0.0714
"C16H33O1N1","[M-H]-","aliphatic","lipid",-0.0345,-1.75,2.06,0.06,-1,1,-0.0625
"C8H17O7P1","[M-H]-","aliphatic","lipid",-1,-0.375,2.12,0.88,-7,1,-0.875
"C15H12O4","[M-H]-","aromatic","aromatic",0.6154,-0.2667,0.8,0.27,6,10,0.4
"C12H16O6","[M-H]-","unsaturated/lignin","unsaturated/lignin",0.2222,-0.3333,1.33,0.5,-1,5,-0.0833
"C13H20O5","[M-H]-","aliphatic","aliphatic",0.1429,-0.7692,1.54,0.38,-1,4,-0.0769
"C14H24O4","[M-H]-","aliphatic","aliphatic",0.0833,-1.1429,1.71,0.29,-1,3,-0.0714
"C15H28O3","[M-H]-","aliphatic","aliphatic",0.037,-1.4667,1.87,0.2,-1,2,-0.0667
"C16H32O2","[M-H]-","aliphatic","lipid",0,-1.75,2,0.12,-1,1,-0.0625
"C9H19O5N1","[M+Cl]-","aliphatic","lipid",-0.4545,-0.6667,2.11,0.56,-5,1,-0.5556
"C13H23O4N1","[M-H]-","aliphatic","aliphatic+N",0,-0.9231,1.77,0.31,-2,3,-0.1538
"C14H27O3N1","[M-H]-","aliphatic","aliphatic+N",-0.0435,-1.2857,1.93,0.21,-2,2,-0.1429
"C11H14O7","[M-H]-","unsaturated/lignin","unsaturated/lignin",0.2,0,1.27,0.64,-2,5,-0.1818
"C15H14O4","[M-H]-","aromatic","aromatic",0.5385,-0.4,0.93,0.27,5,9,0.3333
"C12H18O6","[M-H]-","aliphatic","aliphatic",0.1111,-0.5,1.5,0.5,-2,4,-0.1667
"C16H18O3","[M-H]-","unsaturated/lignin","unsaturated/lignin",0.4483,-0.75,1.12,0.19,5,8,0.3125
"C14H22O2","[M+Cl]-","aliphatic","aliphatic",0.2308,-1.2857,1.57,0.14,2,4,0.1429
"C13H22O5","[M-H]-","aliphatic","aliphatic",0.0476,-0.9231,1.69,0.38,-2,3,-0.1538
"C14H26O4","[M-H]-","aliphatic","aliphatic",0,-1.2857,1.86,0.29,-2,2,-0.1429
"C15H30O3","[M-H]-","aliphatic","lipid",-0.037,-1.6,2,0.2,-2,1,-0.1333
"C13H9O5N1","[M-H]-","condensed aromatic","condensed aromatic",0.6842,0.3077,0.69,0.38,4,10,0.3077
"C10H13O7N1","[M-H]-","unsaturated/lignin","unsaturated/lignin",0.0909,0.4,1.3,0.7,-3,5,-0.3
"C13H25O4N1","[M-H]-","aliphatic","aliphatic+N",-0.1,-1.0769,1.92,0.31,-3,2,-0.2308
"C14H12O5","[M-H]-","aromatic","aromatic",0.5652,-0.1429,0.86,0.36,4,9,0.2857
"C11H16O7","[M-H]-","unsaturated/lignin","unsaturated/lignin",0.0667,-0.1818,1.45,0.64,-3,4,-0.2727
"C15H16O4","[M-H]-","unsaturated/lignin","unsaturated/lignin",0.4615,-0.5333,1.07,0.27,4,8,0.2667
"C13H20O3","[M+Cl]-","aliphatic","aliphatic",0.2174,-1.0769,1.54,0.23,1,4,0.0769
"C12H20O6","[M-H]-","aliphatic","aliphatic",0,-0.6667,1.67,0.5,-3,3,-0.25
"C13H24O5","[M-H]-","aliphatic","aliphatic",-0.0476,-1.0769,1.85,0.38,-3,2,-0.2308
"C17H24O2","[M-H]-","unsaturated/lignin","unsaturated/lignin",0.3125,-1.1765,1.41,0.12,4,6,0.2353
"C14H28O4","[M-H]-","aliphatic","lipid",-0.0833,-1.4286,2,0.29,-3,1,-0.2143
"C12H18O4","[M+Cl]-","aliphatic","aliphatic",0.2,-0.8333,1.5,0.33,0,4,0
"C11H18O7","[M-H]-","aliphatic","aliphatic",-0.0667,-0.3636,1.64,0.64,-4,3,-0.3636
"C15H18O4","[M-H]-","unsaturated/lignin","unsaturated/lignin",0.3846,-0.6667,1.2,0.27,3,7,0.2
"C12H22O4S1","[M-H]-","aliphatic","aliphatic",-0.1111,-1,1.83,0.33,-3,2,-0.25
"C13H22O3","[M+Cl]-","aliphatic","aliphatic",0.1304,-1.2308,1.69,0.23,0,3,0
"C12H22O6","[M-H]-","aliphatic","aliphatic",-0.1111,-0.8333,1.83,0.5,-4,2,-0.3333
"C14H26O2","[M+Cl]-","aliphatic","aliphatic",0.0769,-1.5714,1.86,0.14,0,2,0
"C13H12O6","[M-H]-","unsaturated/lignin","unsaturated/lignin",0.5,0,0.92,0.46,2,8,0.1538
"C11H16O5","[M+Cl]-","unsaturated/lignin","unsaturated/lignin",0.1765,-0.5455,1.45,0.45,-1,4,-0.0909
"C14H16O5","[M-H]-","unsaturated/lignin","unsaturated/lignin",0.3913,-0.4286,1.14,0.36,2,7,0.1429
"C12H20O4","[M+Cl]-","aliphatic","aliphatic",0.1,-1,1.67,0.33,-1,3,-0.0833
"C11H20O7","[M-H]-","aliphatic","aliphatic",-0.2,-0.5455,1.82,0.64,-5,2,-0.4545
"C15H20O4","[M-H]-","unsaturated/lignin","unsaturated/lignin",0.3077,-0.8,1.33,0.27,2,6,0.1333
"C12H24O4S1","[M-H]-","aliphatic","lipid",-0.2222,-1.1667,2,0.33,-4,1,-0.3333
"C13H24O3","[M+Cl]-","aliphatic","aliphatic",0.0435,-1.3846,1.85,0.23,-1,2,-0.0769
"C16H24O3","[M-H]-","aliphatic","aliphatic",0.2414,-1.125,1.5,0.19,2,5,0.125
"C14H28O2","[M+Cl]-","aliphatic","lipid",0,-1.7143,2,0.14,-1,1,-0.0714
"C17H28O2","[M-H]-","aliphatic","aliphatic",0.1875,-1.4118,1.65,0.12,2,4,0.1176
"C11H24O4N1P1","[M-H]-","aliphatic","lipid",-0.4286,-1.1818,2.18,0.36,-5,1,-0.4545
"C15H23O3N1","[M-H]-","aliphatic","aliphatic+N",0.2,-0.9333,1.53,0.2,1,5,0.0667
"C10H18O6S1","[M-H]-","aliphatic","aliphatic",-0.3333,-0.4,1.8,0.6,-5,2,-0.5
"C11H18O5","[M+Cl]-","aliphatic","aliphatic",0.0588,-0.7273,1.64,0.45,-2,3,-0.1818
"C14H18O5","[M-H]-","unsaturated/lignin","unsaturated/lignin",0.3043,-0.5714,1.29,0.36,1,6,0.0714
"C12H22O4","[M+Cl]-","aliphatic","aliphatic",0,-1.1667,1.83,0.33,-2,2,-0.1667
"C15H22O4","[M-H]-","unsaturated/lignin","unsaturated/lignin",0.2308,-0.9333,1.47,0.27,1,5,0.0667
"C12H26O4S1","[M-H]-","aliphatic","lipid",-0.3333,-1.3333,2.17,0.33,-5,0,-0.4167
"C13H26O3","[M+Cl]-","aliphatic","lipid",-0.0435,-1.5385,2,0.23,-2,1,-0.1538
"C16H26O3","[M-H]-","aliphatic","aliphatic",0.1724,-1.25,1.62,0.19,1,4,0.0625
"C17H30O2","[M-H]-","aliphatic","aliphatic",0.125,-1.5294,1.76,0.12,1,3,0.0588
"C10H17O5N1","[M+Cl]-","aliphatic","aliphatic+N",-0.0769,-0.4,1.7,0.5,-3,3,-0.3
"C13H16O6","[M-H]-","unsaturated/lignin","unsaturated/lignin",0.3,-0.3077,1.23,0.46,0,6,0
"C10H20O6S1","[M-H]-","aliphatic","lipid",-0.5,-0.6,2,0.6,-6,1,-0.6
"C11H20O5","[M+Cl]-","aliphatic","aliphatic",-0.0588,-0.9091,1.82,0.45,-3,2,-0.2727
"C14H20O5","[M-H]-","unsaturated/lignin","unsaturated/lignin",0.2174,-0.7143,1.43,0.36,0,5,0
"C12H24O4","[M+Cl]-","aliphatic","lipid",-0.1,-1.3333,2,0.33,-3,1,-0.25
"C16H24O1","[M+Cl]-","aliphatic","aliphatic",0.2903,-1.375,1.5,0.06,4,5,0.25
"C15H24O4","[M-H]-","aliphatic","aliphatic",0.1538,-1.0667,1.6,0.27,0,4,0
"C16H28O3","[M-H]-","aliphatic","aliphatic",0.1034,-1.375,1.75,0.19,0,3,0
"C17H32O2","[M-H]-","aliphatic","aliphatic",0.0625,-1.6471,1.88,0.12,0,2,0
"C18H36O1","[M-H]-","aliphatic","lipid",0.0286,-1.8889,2,0.06,0,1,0
"C10H19O5N1","[M+Cl]-","aliphatic","aliphatic+N",-0.2308,-0.6,1.9,0.5,-4,2,-0.4
"C15H10O5","[M-H]-","condensed aromatic","condensed aromatic",0.68,0,0.67,0.33,6,11,0.4
"C12H14O7","[M-H]-","unsaturated/lignin","unsaturated/lignin",0.2941,0,1.17,0.58,-1,6,-0.0833
"C13H18O6","[M-H]-","unsaturated/lignin","unsaturated/lignin",0.2,-0.4615,1.38,0.46,-1,5,-0.0769
"C14H23O3P1","[M-H]-","aliphatic","aliphatic",0.1304,-1.2143,1.64,0.21,0,4,0
"C14H22O5","[M-H]-","aliphatic","aliphatic",0.1304,-0.8571,1.57,0.36,-1,4,-0.0714
"C15H26O4","[M-H]-","aliphatic","aliphatic",0.0769,-1.2,1.73,0.27,-1,3,-0.0667
"C16H30O3","[M-H]-","aliphatic","aliphatic",0.0345,-1.5,1.88,0.19,-1,2,-0.0625
"C17H34O2","[M-H]-","aliphatic","lipid",0,-1.7647,2,0.12,-1,1,-0.0588
"C13H21O5N1","[M-H]-","aliphatic","aliphatic+N",0.0526,-0.6154,1.62,0.38,-2,4,-0.1538
"C14H25O4N1","[M-H]-","aliphatic","aliphatic+N",0,-1,1.79,0.29,-2,3,-0.1429
"C15H29O3N1","[M-H]-","aliphatic","aliphatic+N",-0.04,-1.3333,1.93,0.2,-2,2,-0.1333
"C15H12O5","[M-H]-","aromatic","aromatic",0.6,-0.1333,0.8,0.33,5,10,0.3333
"C12H16O7","[M-H]-","unsaturated/lignin","unsaturated/lignin",0.1765,-0.1667,1.33,0.58,-2,5,-0.1667
"C16H16O4","[M-H]-","unsaturated/lignin","unsaturated/lignin",0.5,-0.5,1,0.25,5,9,0.3125
"C13H20O6","[M-H]-","aliphatic","aliphatic",0.1,-0.6154,1.54,0.46,-2,4,-0.1538
"C14H25O3P1","[M-H]-","aliphatic","aliphatic",0.0435,-1.3571,1.79,0.21,-1,3,-0.0714
"C14H24O5","[M-H]-","aliphatic","aliphatic",0.0435,-1,1.71,0.36,-2,3,-0.1429
"C15H28O4","[M-H]-","aliphatic","aliphatic",0,-1.3333,1.87,0.27,-2,2,-0.1333
"C16H32O3","[M-H]-","aliphatic","lipid",-0.0345,-1.625,2,0.19,-2,1,-0.125
